Languagetool gets right: 13772
Out of: 38698
Accuracy: 0.356

LT correct + ours correct: 8131
LT correct + ours incorrect: 5641
LT incorrect + ours correct: 7051
LT incorrect + ours incorrect: 17875

############ Correct by Languagetool, correct by us ##########
orig: wolte 	 correct: wollte ours: wollte
orig: Klenlt 	 languagetool: Kent 	 correct: klingelt ours: Kent
orig: Las 	 languagetool: las 	 correct: Lars ours: Gas
orig: frist 	 languagetool: Frist 	 correct: frisst ours: Frist
orig: kukt 	 languagetool: rückt 	 correct: kuckt ours: Kult
orig: fensta 	 languagetool: fest 	 correct: Fenster ours: fest
orig: froiit 	 languagetool: freund 	 correct: freut ours: Freit
orig: knikt 	 languagetool: knickt 	 correct: kriegt ours: nickt
orig: loli 	 languagetool: Soli 	 correct: Lolli ours: Soli
orig: maht 	 languagetool: mäht 	 correct: macht ours: Macht
orig: soagen 	 languagetool: solchen 	 correct: Sorgen ours: sorgen
orig: gehsen 	 languagetool: gehen 	 correct: gesehen ours: gehen
orig: gukt 	 languagetool: rückt 	 correct: guckt ours: Gut
orig: Schbigel 	 languagetool: Spiel 	 correct: Spiegel ours: Scheitel
orig: um 	 languagetool:  	 correct: umarm ours: Am
orig: am 	 languagetool:  	 correct: umarm ours: an
orig: auhein 	 languagetool: allein 	 correct: auch ein ours: allein
orig: hunde 	 languagetool: Hunde 	 correct: Hundefutter ours: Hunde
orig: futer 	 languagetool: guter 	 correct: Hundefutter ours: futter
orig: w*rtet 	 languagetool:  	 correct: wartet ours: Artet
orig: kukt 	 languagetool: rückt 	 correct: kuckt ours: Kurt
orig: siet 	 languagetool: sie 	 correct: sieht ours: sie
orig: um 	 languagetool:  	 correct: umarmt ours: Am
orig: armnt 	 languagetool: Grund 	 correct: umarmt ours: Armut
orig: undKl-ingelte 	 languagetool: und-in gelte 	 correct: und klingelte ours: klingelte
orig: Loly 	 languagetool: Lola 	 correct: Lolli ours: Pony
orig: end 	 languagetool: und 	 correct: entlaufen ours: und
orig: laufen 	 languagetool:  	 correct: entlaufen ours: kaufen
orig: henkt 	 languagetool:  	 correct: hängt ours: Denkt
orig: ein 	 languagetool:  	 correct: einmal ours: ein
orig: mal 	 languagetool:  	 correct: einmal ours: mal
orig: -n 	 languagetool: in 	 correct: Telefon ours: UN
orig: ge 	 languagetool: der 	 correct: gefunden ours: de
orig: funden 	 languagetool: Funden 	 correct: gefunden ours: finden
orig: komm-e 	 languagetool:  	 correct: komme ours: komm
orig: nim 	 languagetool: im 	 correct: nimm ours: im
orig: Haus 	 languagetool:  	 correct: Haustür ours: Haut
orig: tür 	 languagetool: Tür 	 correct: Haustür ours: für
orig: Haus 	 languagetool:  	 correct: Haustür ours: Haut
orig: Tür 	 languagetool:  	 correct: Haustür ours: Tür
orig: Loli 	 languagetool: Lola 	 correct: Lolli ours: Soli
orig: frist 	 languagetool: Frist 	 correct: frisst ours: Frist
orig: vor 	 languagetool:  	 correct: verloren ours: von
orig: loren 	 languagetool: Loren 	 correct: verloren ours: losen
orig: häten 	 languagetool: hätten 	 correct: hängten ours: hätten
orig: zätl 	 languagetool: sät 	 correct: Zettel ours: hält
orig: wartt 	 languagetool: warnt 	 correct: wartet ours: Wartet
orig: an 	 languagetool:  	 correct: anrufen ours: man
orig: rufen 	 languagetool:  	 correct: anrufen ours: rufen
orig: bis 	 languagetool:  	 correct: bins ours: bin
orig: foch 	 languagetool: noch 	 correct: vorbei ours: noch
orig: bie 	 languagetool: bye 	 correct: vorbei ours: die
orig: große 	 languagetool:  	 correct: Große ours: große
orig: Dreien 	 languagetool:  	 correct: rein ours: Drehen
orig: das 	 languagetool:  	 correct: dass ours: das
orig: Laucher 	 languagetool: Lauch er 	 correct: Lutscher ours: Raucher
orig: gächt 	 languagetool: geht 	 correct: gebracht ours: nicht
orig: Te 	 languagetool: Der 	 correct: The ours: Re
orig: Een* 	 languagetool:  	 correct: End ours: Ben
orig: Dodoist 	 languagetool:  	 correct: Dodo ist ours: Oboist
orig: weck 	 languagetool:  	 correct: weg ours: Zweck
orig: henkt 	 languagetool:  	 correct: hängt ours: denkt
orig: Plockatevon 	 languagetool:  	 correct: Plakate von ours: Blockaden
orig: weck 	 languagetool:  	 correct: weg ours: leck
orig: get 	 languagetool:  	 correct: geht ours: Geht
orig: Hausesie 	 languagetool:  	 correct: Hause sie ours: Hausse
orig: belt 	 languagetool: Belt 	 correct: bellt ours: best
orig: Dodonicht 	 languagetool: Totsticht 	 correct: Dodo nicht ours: nicht
orig: Klingelte 	 languagetool:  	 correct: klingelte ours: Klingelt
orig: Kugte 	 languagetool: Küste 	 correct: kuckte ours: lugte
orig: um 	 languagetool:  	 correct: umarmten ours: im
orig: armten 	 languagetool: armen 	 correct: umarmten ours: armen
orig: krigt 	 languagetool: bricht 	 correct: kriegt ours: zeigt
orig: LoLi 	 languagetool: Li Li 	 correct: Lolli ours: Soli
orig: nichtsonzt 	 languagetool:  	 correct: nicht sonst ours: nichts
orig: hausduschon 	 languagetool: Faust-schon 	 correct: haust du schon ours: austauschen
orig: walm 	 languagetool: Walm 	 correct: weil ours: warm
orig: Dado 	 languagetool: Dato 	 correct: Dodo ours: dato
orig: rent 	 languagetool: rund 	 correct: rennt ours: Rennt
orig: Dodogefunden 	 languagetool: Fotogenfunden 	 correct: Dodo gefunden ours: gefunden
orig: gukt 	 languagetool: rückt 	 correct: guckt ours: Gut
orig: Dood 	 languagetool: Boot 	 correct: Dodo ours: Tod
orig: einenLoli 	 languagetool: einen-öle 	 correct: einen Lolli ours: einen
orig: FürLea 	 languagetool: Für Lea 	 correct: für Lea ours: Fühlen
orig: For 	 languagetool: Vor 	 correct: vor ours: Ford
orig: hunt 	 languagetool: rund 	 correct: Hund ours: bunt
orig: das 	 languagetool:  	 correct: dass ours: das
orig: tur 	 languagetool: der 	 correct: Tür ours: nur
orig: Klebt 	 languagetool:  	 correct: klebt ours: lebt
orig: Drausen 	 languagetool: Draußen 	 correct: draußen ours: Grausen
orig: Dod 	 languagetool: Tod 	 correct: Dodo ours: Tod
orig: Drausen 	 languagetool: Draußen 	 correct: draußen ours: Brausen
orig: Loli 	 languagetool: Lola 	 correct: Lolli ours: Soli
orig: bäld 	 languagetool: Welt 	 correct: bellt ours: Bild
orig: da 	 languagetool:  	 correct: dadrauf ours: da
orig: drauf 	 languagetool:  	 correct: dadrauf ours: drauf
orig: kugt 	 languagetool: gut 	 correct: kuckt ours: lugt
orig: um 	 languagetool:  	 correct: umarmt ours: im
orig: amnt 	 languagetool: ahnt 	 correct: umarmt ours: mit
orig: Loli 	 languagetool: Lola 	 correct: Lolli ours: Soli
orig: futert 	 languagetool: füttert 	 correct: futtert ours: guter
orig: Hunde 	 languagetool:  	 correct: Hundefutter ours: Kunde
orig: futer 	 languagetool: guter 	 correct: Hundefutter ours: Futter
orig: stul 	 languagetool: stur 	 correct: Stuhl ours: stur
orig: imernoch 	 languagetool: umerzog 	 correct: immer noch ours: dennoch
orig: das 	 languagetool:  	 correct: dass ours: das
orig: Dan 	 languagetool:  	 correct: Dann ours: An
orig: kukte 	 languagetool: rückte 	 correct: kuckte ours: Kulte
orig: Dan 	 languagetool:  	 correct: Dann ours: An
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: et 	 languagetool: er 	 correct: etwas ours: es
orig: was 	 languagetool:  	 correct: etwas ours: war
orig: weck 	 languagetool:  	 correct: weggelaufen ours: Zweck
orig: gelaufen 	 languagetool:  	 correct: weggelaufen ours: gelaufen
orig: gakeiner 	 languagetool: kleiner 	 correct: gar keiner ours: keiner
orig: nicksten 	 languagetool: dicksten 	 correct: nächsten ours: Dicksten
orig: nicksten 	 languagetool: dicksten 	 correct: nächsten ours: Dicksten
orig: um 	 languagetool:  	 correct: umarmt ours: Am
orig: Armt 	 languagetool: Amt 	 correct: umarmt ours: Armut
orig: frest 	 languagetool: fräst 	 correct: fresst ours: fest
orig: Trauegen 	 languagetool: Traue gen 	 correct: traurigen ours: Tragen
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: über 	 languagetool:  	 correct: überall ours: über
orig: all 	 languagetool:  	 correct: überall ours: alle
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: lars 	 languagetool:  	 correct: Lars ours: lass
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: aufgehengt 	 languagetool:  	 correct: aufgehängt ours: aufgelegt
orig: dodo 	 languagetool:  	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: hente 	 languagetool: heute 	 correct: hängte ours: heute
orig: über 	 languagetool:  	 correct: überall ours: über
orig: all 	 languagetool:  	 correct: überall ours: alle
orig: Posta 	 languagetool: Costa 	 correct: Poster ours: Post
orig: fon 	 languagetool: Fon 	 correct: von ours: Von
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: Doch
orig: Lena 	 languagetool:  	 correct: Lea ours: Lena
orig: Keht 	 languagetool: Geht 	 correct: geht ours: Geht
orig: Kukut 	 languagetool: Rückgut 	 correct: kuckt ours: Kunst
orig: Füla 	 languagetool: Phyla 	 correct: Füller ours: Film
orig: flent 	 languagetool: pflegt 	 correct: flennt ours: legt
orig: Würsichin 	 languagetool: Würzigen 	 correct: Würstchen ours: Wünschen
orig: Ketan 	 languagetool: Getan 	 correct: getan ours: Getan
orig: dan 	 languagetool: Dan 	 correct: dann ours: Den
orig: Lena 	 languagetool:  	 correct: Lea ours: Jena
orig: das 	 languagetool:  	 correct: dass ours: das
orig: Freund, 	 languagetool:  	 correct: Freundin ours: Freund
orig: in 	 languagetool:  	 correct: Freundin ours: ein
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: luche 	 languagetool: lüge 	 correct: Lutscher ours: suche
orig: Frud 	 languagetool: Flut 	 correct: freut ours: Frau
orig: famist 	 languagetool: damit 	 correct: vermisst ours: damit
orig: famist 	 languagetool: damit 	 correct: vermisst ours: Damit
orig: sihengt 	 languagetool: schenkt 	 correct: sie hängt ours: singt
orig: watete 	 languagetool:  	 correct: wartete ours: Wartete
orig: *an 	 languagetool:  	 correct: Dann ours: Fan
orig: komein 	 languagetool: gemein 	 correct: komm ein ours: mein
orig: *anhatsisich 	 languagetool:  	 correct: Dann hat sie sich ours: Anhaltisch
orig: *a 	 languagetool:  	 correct: Da ours: Aa
orig: warhon 	 languagetool: waren 	 correct: war schon ours: waren
orig: hadsich 	 languagetool: hitzig 	 correct: hat sich ours: Handlich
orig: *an 	 languagetool:  	 correct: dann ours: Fan
orig: gerfrüut 	 languagetool: erfreut 	 correct: gefreut ours: erfreut
orig: Weind 	 languagetool:  	 correct: weint ours: Wind
orig: Weck 	 languagetool:  	 correct: weggelaufen ours: Werk
orig: gehlaufen 	 languagetool: geh laufen 	 correct: weggelaufen ours: gelaufen
orig: Dan 	 languagetool:  	 correct: Dann ours: An
orig: früt 	 languagetool: früh 	 correct: freut ours: für
orig: Dan 	 languagetool:  	 correct: Dann ours: An
orig: loli 	 languagetool: Soli 	 correct: Lolli ours: Soli
orig: rausch 	 languagetool: Rausch 	 correct: raus ours: rasch
orig: geden 	 languagetool: gegen 	 correct: geben ours: gegen
orig: freschen 	 languagetool: prägen 	 correct: fressen ours: dreschen
orig: fasch 	 languagetool: Fachs 	 correct: verschwundene ours: rasch
orig: wundene 	 languagetool: wunden 	 correct: verschwundene ours: Wunden
orig: den 	 languagetool:  	 correct: denn ours: dem
orig: weg 	 languagetool:  	 correct: weggelaufen ours: Weg
orig: gelaufen 	 languagetool:  	 correct: weggelaufen ours: gelaufen
orig: te 	 languagetool: de 	 correct: Telefon ours: je
orig: lefon 	 languagetool: Devon 	 correct: Telefon ours: lesen
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: das 	 languagetool:  	 correct: dass ours: das
orig: mus 	 languagetool: Mus 	 correct: muss ours: aus
orig: das 	 languagetool:  	 correct: dass ours: das
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: darr 	 languagetool: dar 	 correct: da ours: dürr
orig: um 	 languagetool:  	 correct: umarmen ours: im
orig: armen 	 languagetool:  	 correct: umarmen ours: arme
orig: Loli 	 languagetool: Lola 	 correct: Lolli ours: Soli
orig: wiel 	 languagetool:  	 correct: will ours: Wie
orig: esen 	 languagetool:  	 correct: essen ours: lesen
orig: zeig* 	 languagetool:  	 correct: Zeigefinger ours: zeig
orig: finge 	 languagetool:  	 correct: Zeigefinger ours: finde
orig: suhchtplakat 	 languagetool: Zuchtplakat 	 correct: Suchplakat ours: Lunchpaket
orig: wa 	 languagetool: das 	 correct: war ours: was
orig: bkarm 	 languagetool: Eckart 	 correct: bekam ours: kaum
orig: Lears 	 languagetool:  	 correct: Leas ours: Lars
orig: haustüra 	 languagetool: Haustür 	 correct: Haustüre ours: haust
orig: alls 	 languagetool: Alls 	 correct: alles ours: als
orig: widr 	 languagetool: wird 	 correct: wieder ours: wird
orig: Weind 	 languagetool: Wein 	 correct: weint ours: Wind
orig: Lera 	 languagetool: Gera 	 correct: Lea ours: Lena
orig: schonmal50 	 languagetool:  	 correct: schon mal 50 ours: schmale
orig: nemand 	 languagetool: jemand 	 correct: niemand ours: jemand
orig: Ler 	 languagetool: Der 	 correct: Lea ours: er
orig: über 	 languagetool:  	 correct: Überraschung ours: über
orig: raschung 	 languagetool: Tagung 	 correct: Überraschung ours: Mischung
orig: lenor 	 languagetool: Tenor 	 correct: Lea ours: bevor
orig: kläfte 	 languagetool: klärte 	 correct: kläffte ours: klärte
orig: das 	 languagetool:  	 correct: dass ours: das
orig: taz 	 languagetool:  	 correct: das ours: tat
orig: winer 	 languagetool: einer 	 correct: wieder ours: einer
orig: Ires 	 languagetool: Iris 	 correct: ihres ours: Ihres
orig: morgen 	 languagetool:  	 correct: Morgen ours: morgen
orig: StitLea 	 languagetool: Stille 	 correct: steht Lea ours: title
orig: kukct 	 languagetool: guckt 	 correct: kuckt ours: guckt
orig: stitauf 	 languagetool:  	 correct: steht auf ours: hinauf
orig: gitsi 	 languagetool: Jitsi 	 correct: geht sie ours: gibst
orig: auf 	 languagetool:  	 correct: aufhängen ours: aus
orig: hengen 	 languagetool: hängen 	 correct: aufhängen ours: hängen
orig: Wastet 	 languagetool: Lastet 	 correct: wartet ours: Wartet
orig: a* 	 languagetool:  	 correct: Anruf ours: AG
orig: ruf 	 languagetool:  	 correct: Anruf ours: auf
orig: ein 	 languagetool:  	 correct: einmal ours: Ein
orig: mal 	 languagetool:  	 correct: einmal ours: mal
orig: nabDodo 	 languagetool:  	 correct: hab Dodo ours: Bodo
orig: mus 	 languagetool: Mus 	 correct: muss ours: Aus
orig: laute* 	 languagetool:  	 correct: lauter ours: Laute
orig: schurch 	 languagetool: gurke 	 correct: schon ours: schwach
orig: dar 	 languagetool: der 	 correct: da ours: der
orig: Bist 	 languagetool:  	 correct: bist ours: ist
orig: din 	 languagetool: DIN 	 correct: den ours: in
orig: ir 	 languagetool: IR 	 correct: ihr ours: er
orig: loli 	 languagetool: Soli 	 correct: Lolli ours: Soli
orig: hundefuter 	 languagetool: hundemüder 	 correct: Hundefutter ours: hunderte
orig: hegen 	 languagetool:  	 correct: hängen ours: legen
orig: rase= 	 languagetool:  	 correct: Rasse ours: Rasen
orig: Anru=f 	 languagetool:  	 correct: Anruf ours: Abruf
orig: Anru=f 	 languagetool:  	 correct: Anruf ours: Abruf
orig: haten 	 languagetool: haben 	 correct: hatten ours: haben
orig: weintevorfreude 	 languagetool: weinte Vorfreude 	 correct: weinte vor Freude ours: weiterrede
orig: bes=chlosen 	 languagetool:  	 correct: beschlossen ours: Beschissen
orig: belen 	 languagetool: beten 	 correct: Bellen ours: beten
orig: gluglis=ch 	 languagetool:  	 correct: glücklich ours: alkalisch
orig: fresen 	 languagetool: fräsen 	 correct: Fressen ours: freien
orig: ausgeschteld 	 languagetool: ausgestellt 	 correct: rausgestellt ours: ausgeschüttelt
orig: du 	 languagetool: Du 	 correct: da ours: Zu
orig: rend 	 languagetool: rund 	 correct: rennt ours: Rund
orig: so 	 languagetool:  	 correct: sofort ours: so
orig: furd 	 languagetool: für 	 correct: sofort ours: Ford
orig: mit 	 languagetool:  	 correct: mitgebracht ours: mir
orig: gebracht 	 languagetool:  	 correct: mitgebracht ours: gebraucht
orig: gefeld 	 languagetool: gipfelt 	 correct: gefehlt ours: gefiel
orig: fresen 	 languagetool: fräsen 	 correct: Fressen ours: freuen
orig: geschteld 	 languagetool: gesteht 	 correct: gestellt ours: geachtet
orig: solip 	 languagetool: solid 	 correct: so lieb ours: Solid
orig: kom 	 languagetool: vom 	 correct: komm ours: vom
orig: Doda 	 languagetool: Dora 	 correct: Dodo ours: Dora
orig: in 	 languagetool:  	 correct: ihn ours: an
orig: Steckbrife 	 languagetool: Steckbrief 	 correct: Steckbriefe ours: Stecker
orig: Kricht 	 languagetool: Bricht 	 correct: kriegt ours: bricht
orig: freunden 	 languagetool:  	 correct: Freudentränen ours: Freunden
orig: trenen 	 languagetool: tränen 	 correct: Freudentränen ours: treten
orig: Loli 	 languagetool: Lola 	 correct: Lolli ours: Soli
orig: frest 	 languagetool: fräst 	 correct: fresst ours: fest
orig: famiste 	 languagetool: fasste 	 correct: vermisste ours: famose
orig: hunt 	 languagetool: rund 	 correct: Hund ours: bunt
orig: bilda 	 languagetool: Hilda 	 correct: Bilder ours: Bild
orig: Kuke 	 languagetool: Lücke 	 correct: kucke ours: Luke
orig: schtift 	 languagetool: stuft 	 correct: Stift ours: schnitt
orig: schtift 	 languagetool: stuft 	 correct: Stift ours: scheint
orig: hant 	 languagetool: hat 	 correct: Hand ours: haut
orig: Telofonire 	 languagetool: Telefonie 	 correct: telefoniere ours: Telefonie
orig: frole 	 languagetool: frohe 	 correct: freue ours: Freue
orig: Last 	 languagetool:  	 correct: lasst ours: Laut
orig: schtift 	 languagetool: stuft 	 correct: Stift ours: schritt
orig: encklich 	 languagetool: Encklich 	 correct: endlich ours: Endlich
orig: Lolly 	 languagetool: Lilly 	 correct: Lolli ours: Rolle
orig: Lolly 	 languagetool: Lilly 	 correct: Lolli ours: Zoll
orig: Do-do 	 languagetool: To-do 	 correct: Dodo ours: Bodo
orig: henkt 	 languagetool:  	 correct: hängt ours: denkt
orig: Ihren 	 languagetool:  	 correct: ihren ours: Ihre
orig: hund 	 languagetool:  	 correct: Hund ours: und
orig: an 	 languagetool:  	 correct: angerufen ours: in
orig: gerufen 	 languagetool:  	 correct: angerufen ours: gerufen
orig: siet 	 languagetool: sie 	 correct: sieht ours: Sie
orig: in 	 languagetool:  	 correct: ihn ours: min
