Languagetool gets right: 2478
Out of: 5366
Accuracy: 0.462

LT correct + ours correct: 1813
LT correct + ours incorrect: 665
LT incorrect + ours correct: 1176
LT incorrect + ours incorrect: 1712

############ Correct by Languagetool, correct by us ##########
orig: Naturlich 	 correct: Natürlich ours: Natürlich
orig: Geherte 	 languagetool: Näherte 	 correct: geehrte ours: geehrte
orig: Klein 	 languagetool:  	 correct: klein ours: klein
orig: miete 	 languagetool:  	 correct: Miete ours: Miete
orig: geerte 	 languagetool: kehrte 	 correct: geehrte ours: geehrte
orig: umgesogen 	 languagetool: um gesogen 	 correct: umgezogen ours: umgezogen
orig: possitive 	 languagetool: positive 	 correct: positiv ours: positiv
orig: Raus 	 languagetool:  	 correct: raus ours: raus
orig: hatest 	 languagetool: hadert 	 correct: hattest ours: hattest
orig: Kleine 	 languagetool:  	 correct: kleine ours: kleine
orig: Klein 	 languagetool:  	 correct: klein ours: klein
orig: frage 	 languagetool: Fragen 	 correct: Frage ours: Frage
orig: Morgens 	 languagetool:  	 correct: morgens ours: morgens
orig: minute 	 languagetool: Minute 	 correct: Minuten ours: Minuten
orig: u.s.w. 	 languagetool:  	 correct: usw. ours: usw.
orig: Kannst 	 languagetool:  	 correct: kannst ours: kannst
orig: weist 	 languagetool:  	 correct: weißt ours: weißt
orig: weist 	 languagetool:  	 correct: weißt ours: weißt
orig: im 	 languagetool:  	 correct: ihm ours: ihm
orig: weist 	 languagetool:  	 correct: weißt ours: weißt
orig: Herzlich 	 languagetool:  	 correct: herzlich ours: herzlich
orig: dinge 	 languagetool:  	 correct: Dinge ours: Dinge
orig: mindesten 	 languagetool:  	 correct: mindestens ours: mindestens
orig: Krank 	 languagetool:  	 correct: krank ours: krank
orig: Daswegen 	 languagetool: Das wegen 	 correct: Deswegen ours: Deswegen
orig: mal 	 languagetool:  	 correct: Mal ours: Mal
orig: futtern 	 languagetool:  	 correct: füttern ours: füttern
orig: Probeme 	 languagetool: Probleme 	 correct: Problem ours: Problem
orig: Sei 	 languagetool:  	 correct: sei ours: sei
orig: schlüssel 	 languagetool:  	 correct: Schlüssel ours: Schlüssel
orig: Meine 	 languagetool:  	 correct: meine ours: meine
orig: Fahre 	 languagetool:  	 correct: fahre ours: fahre
orig: dank 	 languagetool:  	 correct: Dank ours: Dank
orig: Liebe 	 languagetool:  	 correct: liebe ours: liebe
orig: Krank 	 languagetool:  	 correct: krank ours: krank
orig: weist 	 languagetool:  	 correct: weißt ours: weißt
orig: wunderschon 	 languagetool:  	 correct: wunderschön ours: wunderschön
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Wünsche 	 languagetool:  	 correct: wünsche ours: wünsche
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Bleiben 	 languagetool:  	 correct: bleiben ours: bleiben
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: welsche 	 languagetool:  	 correct: welche ours: welche
orig: Libe 	 languagetool: Lippe 	 correct: Liebe ours: Liebe
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: BiTTe 	 languagetool:  	 correct: Bitte ours: Bitte
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ledier 	 languagetool: Leder 	 correct: Leider ours: Leider
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: BiTTe 	 languagetool: Bitte 	 correct: bitte ours: bitte
orig: Kommen 	 languagetool:  	 correct: kommen ours: kommen
orig: Jonua 	 languagetool: Jona 	 correct: Januar ours: Januar
orig: zurich 	 languagetool: zur ich 	 correct: zurück ours: zurück
orig: kanst 	 languagetool: ganz 	 correct: kannst ours: kannst
orig: kroketen 	 languagetool: krickelten 	 correct: Kroketten ours: Kroketten
orig: zwei 	 languagetool:  	 correct: Zwei ours: Zwei
orig: Morgens 	 languagetool:  	 correct: morgens ours: morgens
orig: Abends 	 languagetool:  	 correct: abends ours: abends
orig: Hond 	 languagetool: Hand 	 correct: Hund ours: Hund
orig: Paar 	 languagetool:  	 correct: paar ours: paar
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Betriff 	 languagetool: Begriff 	 correct: Betreff ours: Betreff
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: dashalb 	 languagetool: das halb 	 correct: deshalb ours: deshalb
orig: Geerhte 	 languagetool: Leerte 	 correct: geehrte ours: geehrte
orig: Geerhte 	 languagetool: Leerte 	 correct: geehrte ours: geehrte
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Soll 	 languagetool:  	 correct: soll ours: soll
orig: Afzug 	 languagetool: Abzug 	 correct: Aufzug ours: Aufzug
orig: Freundliche 	 languagetool:  	 correct: freundlichen ours: freundlichen
orig: ziehn 	 languagetool: siehe 	 correct: ziehen ours: ziehen
orig: miete 	 languagetool:  	 correct: Miete ours: Miete
orig: Vereinbaren 	 languagetool:  	 correct: vereinbaren ours: vereinbaren
orig: geerhte 	 languagetool: kehrte 	 correct: geehrte ours: geehrte
orig: Okay 	 languagetool:  	 correct: okay ours: okay
orig: mann 	 languagetool: Mann 	 correct: man ours: man
orig: brache 	 languagetool: Brache 	 correct: brauche ours: brauche
orig: Keine 	 languagetool:  	 correct: keine ours: keine
orig: Interessiere 	 languagetool:  	 correct: interessiere ours: interessiere
orig: nächten 	 languagetool: Nächten 	 correct: nächsten ours: nächsten
orig: märz 	 languagetool:  	 correct: März ours: März
orig: Freundlichen 	 languagetool:  	 correct: freundlichen ours: freundlichen
orig: gerrhte 	 languagetool: kehrte 	 correct: geehrte ours: geehrte
orig: Ihr 	 languagetool:  	 correct: ihr ours: ihr
orig: Dammen 	 languagetool: Herr Dammen 	 correct: Damen ours: Damen
orig: zeihen 	 languagetool:  	 correct: ziehen ours: ziehen
orig: Seehr 	 languagetool: Seher 	 correct: Sehr ours: Sehr
orig: miete 	 languagetool:  	 correct: mieten ours: mieten
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: mit 	 languagetool:  	 correct: Mit ours: Mit
orig: Freundlichen 	 languagetool:  	 correct: freundlichen ours: freundlichen
orig: grüßen 	 languagetool:  	 correct: Grüßen ours: Grüßen
orig: geheerte 	 languagetool: geteerte 	 correct: geehrte ours: geehrte
orig: Freundichen 	 languagetool: Freundchen 	 correct: freundlichen ours: freundlichen
orig: märz 	 languagetool:  	 correct: März ours: März
orig: märz 	 languagetool:  	 correct: März ours: März
orig: geehert 	 languagetool: geehrt 	 correct: geehrte ours: geehrte
orig: Herrn 	 languagetool:  	 correct: Herren ours: Herren
orig: Suchen 	 languagetool:  	 correct: suchen ours: suchen
orig: Suchen 	 languagetool:  	 correct: suchen ours: suchen
orig: Suchen 	 languagetool:  	 correct: suchen ours: suchen
orig: Wissen 	 languagetool:  	 correct: wissen ours: wissen
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Können 	 languagetool:  	 correct: können ours: können
orig: Süß 	 languagetool:  	 correct: süß ours: süß
orig: Sie 	 languagetool:  	 correct: sie ours: sie
orig: bist 	 languagetool:  	 correct: bis ours: bis
orig: märz 	 languagetool:  	 correct: März ours: März
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: tage 	 languagetool: tagen 	 correct: Tage ours: Tage
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Koleg 	 languagetool: Kohle 	 correct: Kollege ours: Kollege
orig: Kätze 	 languagetool: Kette 	 correct: Katze ours: Katze
orig: wonnen 	 languagetool: Wonnen 	 correct: wohnen ours: wohnen
orig: Kätze 	 languagetool: Kette 	 correct: Katze ours: Katze
orig: Kätze 	 languagetool: Kette 	 correct: Katze ours: Katze
orig: Vergessen 	 languagetool:  	 correct: vergessen ours: vergessen
orig: Zuruck 	 languagetool: Zurück 	 correct: zurück ours: zurück
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Helfe 	 languagetool:  	 correct: Hilfe ours: Hilfe
orig: Helfe 	 languagetool:  	 correct: Hilfe ours: Hilfe
orig: parr 	 languagetool:  	 correct: paar ours: paar
orig: Wißt 	 languagetool: Lässt 	 correct: Weißt ours: Weißt
orig: kännst 	 languagetool: Kännst 	 correct: Kannst ours: Kannst
orig: tage 	 languagetool:  	 correct: Tage ours: Tage
orig: Rumänin 	 languagetool:  	 correct: Rumänien ours: Rumänien
orig: Kätze 	 languagetool: Kette 	 correct: Katze ours: Katze
orig: Kätze 	 languagetool: Kette 	 correct: Katze ours: Katze
orig: essen 	 languagetool:  	 correct: Essen ours: Essen
orig: stunde 	 languagetool:  	 correct: Stunde ours: Stunde
orig: Spazieren 	 languagetool:  	 correct: spazieren ours: spazieren
orig: Rumänia 	 languagetool: Rumänin 	 correct: Rumänien ours: Rumänien
orig: kännst 	 languagetool: kennst 	 correct: kannst ours: kannst
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: hund 	 languagetool:  	 correct: Hund ours: Hund
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: blieben 	 languagetool:  	 correct: bleiben ours: bleiben
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: tage 	 languagetool:  	 correct: Tage ours: Tage
orig: Besuchen 	 languagetool:  	 correct: besuchen ours: besuchen
orig: Fahren 	 languagetool:  	 correct: fahren ours: fahren
orig: dushen 	 languagetool: duzen 	 correct: duschen ours: duschen
orig: Kätz 	 languagetool: Netz 	 correct: Katze ours: Katze
orig: Kätze 	 languagetool: Kette 	 correct: Katze ours: Katze
orig: Bitte 	 languagetool:  	 correct: bitte ours: bitte
orig: Kätz 	 languagetool: Netz 	 correct: Katze ours: Katze
orig: Kätze 	 languagetool: Kette 	 correct: Katze ours: Katze
orig: Früh 	 languagetool:  	 correct: früh ours: früh
orig: Libe 	 languagetool: Lippe 	 correct: Liebe ours: Liebe
orig: nächten 	 languagetool: Nächten 	 correct: nächsten ours: nächsten
orig: auspassen 	 languagetool: aus passen 	 correct: aufpassen ours: aufpassen
orig: april 	 languagetool:  	 correct: April ours: April
orig: geh 	 languagetool:  	 correct: geht ours: geht
orig: Sind 	 languagetool:  	 correct: sind ours: sind
orig: brache 	 languagetool: Brache 	 correct: brauche ours: brauche
orig: märz 	 languagetool:  	 correct: März ours: März
orig: Fahre 	 languagetool:  	 correct: fahre ours: fahre
orig: Sie 	 languagetool:  	 correct: sie ours: sie
orig: stunde 	 languagetool:  	 correct: Stunde ours: Stunde
orig: Sie 	 languagetool:  	 correct: sie ours: sie
orig: Fahre 	 languagetool:  	 correct: fahre ours: fahre
orig: tagen 	 languagetool:  	 correct: Tagen ours: Tagen
orig: Artz 	 languagetool: Art 	 correct: Arzt ours: Arzt
orig: plan 	 languagetool:  	 correct: Plan ours: Plan
orig: plan 	 languagetool:  	 correct: Plan ours: Plan
orig: Schnell 	 languagetool:  	 correct: schnell ours: schnell
orig: Fahren 	 languagetool:  	 correct: fahren ours: fahren
orig: kan 	 languagetool:  	 correct: kann ours: kann
orig: tiket 	 languagetool: dicht 	 correct: Ticket ours: Ticket
orig: märz 	 languagetool:  	 correct: März ours: März
orig: Fahren 	 languagetool:  	 correct: fahren ours: fahren
orig: blieben 	 languagetool:  	 correct: bleiben ours: bleiben
orig: Fahren 	 languagetool:  	 correct: fahren ours: fahren
orig: KranK 	 languagetool: Krank 	 correct: krank ours: krank
orig: Sehenwundigkeit 	 languagetool:  	 correct: Sehenswürdigkeiten ours: Sehenswürdigkeiten
orig: order 	 languagetool:  	 correct: oder ours: oder
orig: märz 	 languagetool:  	 correct: März ours: März
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: grüße 	 languagetool:  	 correct: Grüße ours: Grüße
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Krank 	 languagetool:  	 correct: krank ours: krank
orig: neuenzehnten 	 languagetool: neuen zehnten 	 correct: neunzehnten ours: neunzehnten
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Besuchen 	 languagetool:  	 correct: besuchen ours: besuchen
orig: Schnell 	 languagetool:  	 correct: schnell ours: schnell
orig: mit 	 languagetool:  	 correct: Mit ours: Mit
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Fahren 	 languagetool:  	 correct: fahren ours: fahren
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: jezts 	 languagetool: Tests 	 correct: jetzt ours: jetzt
orig: kanst 	 languagetool: ganz 	 correct: kannst ours: kannst
orig: anntworht 	 languagetool: Zandvoort 	 correct: Antwort ours: Antwort
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: termine 	 languagetool: Termine 	 correct: Termin ours: Termin
orig: Ich 	 languagetool:  	 correct: ich ours: ich

############ Inorrect by Languagetool, incorrect by us ##########
orig: Deutsche 	 languagetool:  	 correct: deutsche ours: deutschen
orig: Reche 	 languagetool:  	 correct: Rechte ours: Recht
orig: Wiviel 	 languagetool: Vivien 	 correct: Wieviel ours: Viel
orig: Anannse 	 languagetool: Nannte 	 correct: Annonce ours: Analyse
orig: Könen 	 languagetool: Tönen 	 correct: Können ours: Tönen
orig: Deutschekinder 	 languagetool: Deutschinder 	 correct: deutschen Kinder ours: rutschender
orig: Uber 	 languagetool:  	 correct: Über ours: User
orig: Aupair-sglobal 	 languagetool: Au pair-global 	 correct: Aupairsglobal ours: Asaisonal
orig: teil 	 languagetool:  	 correct: teilzunehmen ours: teil
orig: zu 	 languagetool:  	 correct: teilzunehmen ours: zu
orig: nehmen 	 languagetool:  	 correct: teilzunehmen ours: nehmen
orig: Au-pair 	 languagetool:  	 correct: Au-pair-Stelle ours: unfair
orig: Stelle 	 languagetool:  	 correct: Au-pair-Stelle ours: Stellen
orig: Lehrerin 	 languagetool:  	 correct: Lehrerinausbildung ours: Lehrerin
orig: Ausbildung 	 languagetool:  	 correct: Lehrerinausbildung ours: Ausbildung
orig: WOLTE 	 languagetool: WO LTE 	 correct: WOLLTE ours: Worte
orig: STELEN 	 languagetool:  	 correct: STELLEN ours: Selen
orig: STAATSANGEHORISCHKEIT 	 languagetool:  	 correct: STAATSANGEHÖRIGKEIT ours: Staatlichkeit
orig: UBERSETZEN 	 languagetool: BESETZEN 	 correct: ÜBERSETZEN ours: ersetzen
orig: POWEREITUNG 	 languagetool:  	 correct: vORBEREITUNG ours: Wertung
orig: Deutsche 	 languagetool:  	 correct: deutsche ours: deutsch
orig: Deutschsprache 	 languagetool:  	 correct: Deutschsprachkurs ours: deutschsprachige
orig: Kurse 	 languagetool:  	 correct: Deutschsprachkurs ours: Kurse
orig: Stresausbau 	 languagetool: Strebausbau 	 correct: Stressabbau ours: Stackaufbau
orig: interesse 	 languagetool: Interesse 	 correct: interessiert ours: Interesse
orig: neues 	 languagetool:  	 correct: Neues ours: neue
orig: neues 	 languagetool:  	 correct: Neues ours: neue
orig: officeprogramme 	 languagetool:  	 correct: Officeprogramme ours: Traineeprogramme
orig: vorstellungsspräch 	 languagetool:  	 correct: Vorstellungsgespräch ours: Versteifungsblech
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: Bahnhof 	 languagetool:  	 correct: Bahnhofstr. ours: Bahn
orig: str 	 languagetool: str. 	 correct: Bahnhofstr. ours: Str.
orig: . 	 languagetool: . 	 correct: Bahnhofstr. ours: .
orig: VertriebPraktikant 	 languagetool: Vertrieb Praktikant 	 correct: Vertriebspraktikant ours: Praktikant
orig: Seher 	 languagetool:  	 correct: Sehr ours: Eher
orig: VertrebPraktik 	 languagetool:  	 correct: Vertriebspraktikant ours: Vertebraten
orig: ant 	 languagetool: und 	 correct: Vertriebspraktikant ours: an
orig: fach 	 languagetool:  	 correct: Fach ours: nach
orig: fach 	 languagetool:  	 correct: Fach ours: nach
orig: geburien 	 languagetool: geboren 	 correct: Gebühren ours: geboren
orig: Teilnehmen 	 languagetool:  	 correct: teilnehmen ours: Teilnehmer
orig: Teilen 	 languagetool:  	 correct: teilen ours: Teilen
orig: Telefon 	 languagetool:  	 correct: Telefonnummer ours: Telefon
orig: nberen 	 languagetool: oberen 	 correct: Telefonnummer ours: neben
orig: Teil 	 languagetool:  	 correct: teilnehmen ours: Teil
orig: nehme 	 languagetool:  	 correct: teilnehmen ours: nehmen
orig: invohrmieren 	 languagetool: informieren 	 correct: Information ours: informieren
orig: inder 	 languagetool: Inder 	 correct: in der ours: Kinder
orig: 10 	 languagetool:  	 correct: 10-Finger-System ours: XP
orig: Finger 	 languagetool:  	 correct: 10-Finger-System ours: Finger
orig: System 	 languagetool:  	 correct: 10-Finger-System ours: System
orig: firme 	 languagetool:  	 correct: Firma ours: filme
orig: Eben 	 languagetool:  	 correct: Ebenso ours: Eben
orig: so 	 languagetool:  	 correct: Ebenso ours: so
orig: Sprach 	 languagetool:  	 correct: Sprachkenntnisse ours: Sprache
orig: kentnesse 	 languagetool: entnässe 	 correct: Sprachkenntnisse ours: Kenntnisse
orig: Auser 	 languagetool: Aus er 	 correct: Außerdem ours: Außer
orig: dem 	 languagetool:  	 correct: Außerdem ours: dem
orig: Gesprach 	 languagetool: Gespräch 	 correct: Gesprächstermin ours: Gespräch
orig: termin 	 languagetool: Termin 	 correct: Gesprächstermin ours: Termine
orig: Hauptschule 	 languagetool:  	 correct: Hauptschulabschluss ours: Paukschule
orig: abschluss 	 languagetool: Abschluss 	 correct: Hauptschulabschluss ours: Abschluss
orig: Russisch 	 languagetool:  	 correct: Russisch- ours: russische
orig: Praktikumsplatzt 	 languagetool: Praktikums platzt 	 correct: Praktikumsplatz ours: Podiumsplatz
orig: Bureau 	 languagetool: Burgau 	 correct: Bürokauffrau ours: Break
orig: Kauffrau 	 languagetool:  	 correct: Bürokauffrau ours: auftrat
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: odenwaldstraße 	 languagetool: Bodenwaldstraße 	 correct: Odenwaldstraße ours: Leopoldstraße
orig: Verkaufs 	 languagetool:  	 correct: Verkaufsmethoden ours: Verkauf
orig: Metoden 	 languagetool: Methoden 	 correct: Verkaufsmethoden ours: Methode
orig: Arbeits 	 languagetool: Arbeit 	 correct: Arbeitsstunden ours: Arbeit
orig: Stunden 	 languagetool:  	 correct: Arbeitsstunden ours: Stunden
